ENTRY_ID,ENTITY_NAME,CREATED_AT,LAST_PLAYED_AT,PLAYS,OWNER,TAGS,CATEGORIES,HAS_AUDIO_DESCRIPTION,CAPTIONS_LANGUAGE,CAPTIONS_LANGUAGE_CODE,CAPTIONS_USAGE_TYPE,CAPTIONS_CREATION_MODE,CAPTIONS_EDITED,CAPTIONS_ACCURACY,CAPTIONS_DISPLAY_ON_PLAYER
1197,Historic Preservation,2022-01-19,2024-01-18,2021,library@public.org,wellness;vaccination;covid,InContext,false,German,de,EAD,Upload,false,94%,false
1198,School District Media,2022-12-27,2024-07-01,599,info@municipal.gov,programs;sports;community,InContext,false,-,-,-,-,-,-,-
1199,Disability Services,2022-10-28,2024-02-08,2468,center@community.org,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
1200,Public Utilities,2022-04-16,2024-07-09,637,fire@city.gov,programs;mentoring;education,InContext,true,Mandarin,zh,Standard,Upload,false,94%,true
1201,Stormwater Management,2023-09-04,2024-09-22,1921,district@schools.edu,training;teachers;professional,InContext,false,-,-,-,-,-,-,-
1202,Code Enforcement,2023-05-30,2024-02-15,1671,webmaster@city.gov,conservation;billing;services,InContext,true,German,de,Standard,Machine,true,90%,true
1203,City Government Channel,2022-06-29,2024-06-17,1476,library@public.org,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
1204,County Health Dept,2022-10-10,2024-05-04,610,youth@services.org,programs;mentoring;education,InContext,true,Arabic,ar,Standard,Human,false,90%,false
1205,Recycling Program,2022-01-23,2024-01-28,2259,va@veterans.gov,benefits;healthcare;support,InContext,true,Arabic,ar,Standard,Human,false,90%,false
1206,Energy Efficiency,2023-05-18,2024-10-13,1003,admin@university.edu,council;meeting;public,InContext,false,Arabic,ar,EAD,Upload,false,98%,true
1207,Fire Department,2023-07-26,2024-03-17,368,online@techcollege.edu,benefits;healthcare;support,InContext,true,Mandarin,zh,EAD,Upload,false,96%,false
1208,University Video Portal,2023-04-17,2024-07-15,862,works@city.gov,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
1209,Human Resources,2022-02-09,2024-06-25,1353,media@college.edu,conservation;recycling;climate,InContext,false,French,fr,Standard,Upload,false,91%,true
1210,Veterans Affairs,2023-07-06,2024-01-28,1720,works@city.gov,training;teachers;professional,InContext,false,-,-,-,-,-,-,-
1211,Tech College Online,2022-02-21,2024-04-18,2929,webmaster@city.gov,applications;assistance;programs,InContext,false,Arabic,ar,Standard,Human,false,100%,true
1212,Housing Authority,2022-10-11,2024-03-13,798,environment@agency.gov,curriculum;math;science,InContext,true,German,de,EAD,Human,true,90%,true
1213,University Video Portal,2023-02-20,2024-08-23,181,parks@county.gov,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
1214,Water District,2022-08-04,2024-09-09,2981,transit@regional.gov,history;documents;preservation,InContext,true,Mandarin,zh,EAD,Machine,false,100%,false
1215,School District Media,2022-12-29,2024-05-26,920,archives@state.gov,infrastructure;roads;maintenance,InContext,false,German,de,Standard,Human,false,94%,true
1216,Municipal Services,2022-12-29,2024-06-18,1095,archives@state.gov,courses;programming;certificates,InContext,true,English,en,EAD,Upload,false,97%,true
1217,Economic Development,2022-09-06,2024-07-18,1072,library@public.org,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
1218,Recycling Program,2022-08-06,2024-09-23,1616,water@district.gov,training;teachers;professional,InContext,true,Arabic,ar,Standard,Human,true,99%,true
1219,Tech College Online,2022-11-22,2024-03-24,1026,health@county.gov,safety;training;emergency,InContext,true,Spanish,es,EAD,Machine,false,95%,false
1220,Regional Transit Auth,2022-05-14,2024-05-19,1586,parks@county.gov,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
1221,Public Information,2022-03-21,2024-02-12,2339,transit@regional.gov,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
1222,Historic Preservation,2023-05-08,2024-01-24,1865,housing@authority.gov,applications;assistance;programs,InContext,false,German,de,EAD,Machine,false,93%,false
1223,Fire Department,2022-10-06,2024-04-24,2696,transit@regional.gov,infrastructure;roads;maintenance,InContext,false,Mandarin,zh,Standard,Machine,false,91%,true
1224,State Archives,2022-10-16,2024-04-06,857,district@schools.edu,benefits;healthcare;support,InContext,false,-,-,-,-,-,-,-
1225,Stormwater Management,2023-01-31,2024-09-13,2564,district@schools.edu,conservation;billing;services,InContext,false,French,fr,Standard,Upload,true,95%,true
1226,Public Works Dept,2022-03-09,2024-02-04,841,va@veterans.gov,wellness;vaccination;covid,InContext,false,-,-,-,-,-,-,-
1227,Disability Services,2023-09-13,2024-07-06,1506,center@community.org,applications;assistance;programs,InContext,true,Spanish,es,EAD,Human,true,99%,false
1228,State Archives,2023-10-17,2024-07-08,1779,fire@city.gov,safety;training;emergency,InContext,false,English,en,EAD,Machine,true,100%,true
1229,Housing Authority,2022-09-03,2024-02-09,1384,library@public.org,training;teachers;professional,InContext,false,English,en,Standard,Machine,true,100%,false
1230,Adult Education Center,2023-10-06,2024-01-10,189,transit@regional.gov,training;teachers;professional,InContext,false,French,fr,Standard,Human,false,93%,false
1231,State Archives,2022-01-10,2024-09-21,2650,works@city.gov,tutorial;reading;kids,InContext,true,Arabic,ar,EAD,Machine,false,99%,true
1232,Community Outreach,2022-01-11,2024-03-23,2823,webmaster@city.gov,wellness;vaccination;covid,InContext,false,-,-,-,-,-,-,-
1233,Building Dept,2022-04-26,2024-04-12,2195,online@techcollege.edu,council;meeting;public,InContext,true,German,de,EAD,Machine,false,94%,true
1234,Cultural Center,2022-01-07,2024-04-29,2275,youth@services.org,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
1235,Code Enforcement,2023-02-18,2024-05-09,1737,transit@regional.gov,lecture;biology;intro,InContext,false,-,-,-,-,-,-,-
1236,Community College,2022-01-11,2024-01-14,708,fire@city.gov,curriculum;math;science,InContext,true,German,de,Standard,Machine,false,90%,true
1237,Public Utilities,2022-06-29,2024-04-13,1642,youth@services.org,council;meeting;public,InContext,false,-,-,-,-,-,-,-
1238,State Archives,2023-07-01,2024-04-15,1664,info@municipal.gov,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
1239,School District Media,2023-08-07,2024-10-20,1514,transit@regional.gov,conservation;recycling;climate,InContext,false,Spanish,es,EAD,Human,false,93%,true
1240,Parks and Recreation,2023-10-20,2024-06-27,2275,parks@county.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
1241,Cultural Center,2023-05-09,2024-04-14,1326,parks@county.gov,conservation;recycling;climate,InContext,true,Mandarin,zh,EAD,Human,false,90%,false
1242,School District Media,2023-06-28,2024-08-17,328,youth@services.org,applications;assistance;programs,InContext,true,English,en,EAD,Upload,false,97%,false
1243,Business Licensing,2023-10-13,2024-03-03,1835,transit@regional.gov,infrastructure;roads;maintenance,InContext,true,English,en,EAD,Machine,true,92%,true
1244,Public Works Dept,2022-11-01,2024-09-24,2189,info@municipal.gov,safety;training;emergency,InContext,true,English,en,Standard,Human,true,95%,true
1245,Family Services,2023-01-26,2024-06-17,2658,district@schools.edu,events;classes;seniors,InContext,false,-,-,-,-,-,-,-
1246,Adult Education Center,2022-08-28,2024-05-05,352,admin@university.edu,courses;programming;certificates,InContext,true,Spanish,es,Standard,Machine,false,91%,false
1247,Disability Services,2022-04-19,2024-07-12,375,archives@state.gov,training;teachers;professional,InContext,false,German,de,EAD,Human,true,96%,true
1248,County Health Dept,2023-04-23,2024-04-26,1026,water@district.gov,conservation;billing;services,InContext,true,Spanish,es,Standard,Machine,false,93%,true
1249,Job Training Center,2022-12-08,2024-05-17,926,webmaster@city.gov,lecture;biology;intro,InContext,true,Arabic,ar,EAD,Human,true,95%,false
1250,Code Enforcement,2022-07-14,2024-02-11,2638,webmaster@city.gov,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
1251,Energy Efficiency,2022-11-02,2024-07-18,2588,district@schools.edu,services;permits;applications,InContext,false,English,en,Standard,Machine,true,92%,false
1252,Environmental Agency,2022-06-05,2024-06-13,2166,va@veterans.gov,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
1253,Human Resources,2022-01-09,2024-09-18,1842,media@college.edu,infrastructure;roads;maintenance,InContext,false,Mandarin,zh,Standard,Human,false,98%,true
1254,Community Outreach,2023-08-22,2024-08-01,322,environment@agency.gov,lecture;biology;intro,InContext,true,Spanish,es,Standard,Upload,true,99%,false
1255,Business Licensing,2023-10-26,2024-02-04,2251,parks@county.gov,applications;assistance;programs,InContext,false,English,en,EAD,Human,false,94%,true
1256,School District Media,2022-09-09,2024-10-16,558,water@district.gov,training;teachers;professional,InContext,false,English,en,Standard,Human,false,96%,false
1257,Adult Education Center,2023-08-10,2024-10-23,101,center@community.org,wellness;vaccination;covid,InContext,true,German,de,Standard,Machine,true,100%,true
1258,Social Services,2022-01-04,2024-02-05,2816,transit@regional.gov,wellness;vaccination;covid,InContext,false,French,fr,EAD,Human,false,91%,false
1259,Family Services,2022-05-06,2024-05-02,264,works@city.gov,curriculum;math;science,InContext,false,Arabic,ar,EAD,Human,false,91%,false
1260,Adult Education Center,2022-01-16,2024-07-07,593,transit@regional.gov,training;teachers;professional,InContext,true,Mandarin,zh,Standard,Human,false,100%,false
1261,Social Services,2023-09-24,2024-09-23,1651,parks@county.gov,council;meeting;public,InContext,true,English,en,EAD,Upload,true,97%,true
1262,Disability Services,2022-06-09,2024-05-15,1073,webmaster@city.gov,services;permits;applications,InContext,false,German,de,Standard,Machine,false,100%,true
1263,Volunteer Services,2023-03-18,2024-08-27,1525,housing@authority.gov,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
1264,County Health Dept,2022-04-19,2024-08-10,1340,housing@authority.gov,services;permits;applications,InContext,false,-,-,-,-,-,-,-
1265,Family Services,2023-06-14,2024-03-04,1754,works@city.gov,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
1266,Planning Commission,2022-01-11,2024-09-19,1700,youth@services.org,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
1267,State Archives,2023-08-15,2024-05-31,1797,library@public.org,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
1268,City Government Channel,2022-05-25,2024-08-14,1683,health@county.gov,events;classes;seniors,InContext,false,English,en,Standard,Upload,false,96%,true
1269,Recycling Program,2022-08-20,2024-08-27,2732,youth@services.org,history;documents;preservation,InContext,false,French,fr,Standard,Human,true,94%,false
1270,Stormwater Management,2023-03-22,2024-02-20,1730,water@district.gov,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
1271,Community Center,2023-07-31,2024-09-11,906,webmaster@city.gov,curriculum;math;science,InContext,false,English,en,Standard,Human,false,99%,true
1272,State Archives,2022-07-28,2024-07-17,387,webmaster@city.gov,applications;assistance;programs,InContext,false,English,en,Standard,Upload,false,90%,false
1273,Business Licensing,2022-11-14,2024-03-05,1148,works@city.gov,courses;programming;certificates,InContext,false,German,de,EAD,Upload,false,98%,true
1274,Community College,2022-08-24,2024-08-06,604,va@veterans.gov,applications;assistance;programs,InContext,true,German,de,Standard,Upload,true,90%,false
1275,IT Services,2022-10-22,2024-01-23,1362,youth@services.org,programs;mentoring;education,InContext,false,English,en,Standard,Machine,true,91%,false
1276,Municipal Services,2022-04-10,2024-05-22,562,parks@county.gov,services;permits;applications,InContext,true,Arabic,ar,Standard,Upload,false,96%,true
1277,Fleet Management,2022-04-10,2024-09-13,712,webmaster@city.gov,applications;assistance;programs,InContext,false,German,de,EAD,Machine,false,96%,false
1278,State Education Dept,2022-11-30,2024-02-10,379,environment@agency.gov,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
1279,Tech College Online,2023-03-13,2024-09-02,2639,youth@services.org,benefits;healthcare;support,InContext,false,-,-,-,-,-,-,-
1280,Neighborhood Watch,2022-12-15,2024-06-30,1387,district@schools.edu,safety;training;emergency,InContext,false,Arabic,ar,Standard,Upload,false,92%,true
1281,Public Utilities,2022-08-02,2024-01-29,1079,admin@university.edu,tutorial;reading;kids,InContext,false,Arabic,ar,Standard,Human,false,96%,false
1282,Job Training Center,2022-06-17,2024-09-24,53,environment@agency.gov,training;teachers;professional,InContext,true,English,en,EAD,Upload,true,94%,true
1283,Parks and Recreation,2022-07-30,2024-10-15,667,transit@regional.gov,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
1284,IT Services,2023-04-21,2024-08-21,1886,media@college.edu,safety;routes;schedules,InContext,true,French,fr,Standard,Machine,false,91%,true
1285,Public Library Media,2023-10-24,2024-09-07,1924,media@college.edu,events;classes;seniors,InContext,false,German,de,Standard,Upload,false,92%,true
1286,State Archives,2022-01-04,2024-04-26,1926,environment@agency.gov,programs;mentoring;education,InContext,false,Spanish,es,EAD,Machine,false,97%,false
1287,Water District,2022-02-01,2024-01-26,2572,environment@agency.gov,benefits;healthcare;support,InContext,false,Spanish,es,Standard,Human,true,91%,false
1288,Community Center,2023-01-03,2024-04-16,1730,info@municipal.gov,wellness;vaccination;covid,InContext,true,Mandarin,zh,EAD,Machine,true,93%,false
1289,Senior Center,2022-05-01,2024-02-11,2885,works@city.gov,training;teachers;professional,InContext,false,German,de,Standard,Upload,false,94%,false
1290,Energy Efficiency,2022-10-05,2024-01-02,1404,fire@city.gov,safety;routes;schedules,InContext,true,German,de,EAD,Upload,true,95%,true
1291,Environmental Agency,2022-06-11,2024-06-06,2403,admin@university.edu,curriculum;math;science,InContext,false,-,-,-,-,-,-,-
1292,Business Licensing,2023-05-21,2024-01-30,2502,youth@services.org,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
1293,Disability Services,2022-03-03,2024-04-30,2332,housing@authority.gov,services;permits;applications,InContext,true,Mandarin,zh,Standard,Human,false,90%,true
1294,Community Center,2022-09-14,2024-07-11,1060,webmaster@city.gov,programs;sports;community,InContext,false,Spanish,es,Standard,Upload,false,98%,false
1295,Job Training Center,2023-01-15,2024-04-04,1506,center@community.org,conservation;recycling;climate,InContext,false,French,fr,Standard,Upload,false,99%,true
1296,Cultural Center,2023-09-22,2024-04-16,2261,webmaster@city.gov,applications;assistance;programs,InContext,true,English,en,Standard,Machine,false,100%,false
1297,Volunteer Services,2023-10-14,2024-10-12,1577,works@city.gov,conservation;billing;services,InContext,true,Arabic,ar,Standard,Machine,true,91%,true
1298,County Health Dept,2022-06-20,2024-03-11,121,online@techcollege.edu,history;documents;preservation,InContext,true,German,de,Standard,Upload,true,98%,false
1299,Social Services,2022-08-18,2024-10-24,2805,webmaster@city.gov,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
1300,Building Dept,2022-09-29,2024-02-04,2542,parks@county.gov,services;permits;applications,InContext,false,German,de,EAD,Machine,false,95%,true
1301,School District Media,2022-06-15,2024-07-27,2744,health@county.gov,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
1302,Municipal Services,2022-12-30,2024-03-01,367,center@community.org,infrastructure;roads;maintenance,InContext,false,Spanish,es,Standard,Upload,false,94%,false
1303,Planning Commission,2022-07-20,2024-09-17,329,media@college.edu,events;classes;seniors,InContext,true,Mandarin,zh,Standard,Machine,true,99%,false
1304,City Government Channel,2022-11-17,2024-05-30,1929,va@veterans.gov,programs;mentoring;education,InContext,false,Arabic,ar,EAD,Machine,true,98%,true
1305,Adult Education Center,2022-10-22,2024-10-01,1800,info@municipal.gov,lecture;biology;intro,InContext,false,-,-,-,-,-,-,-
1306,Community College,2023-03-12,2024-04-13,355,admin@university.edu,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
1307,Veterans Affairs,2022-02-22,2024-05-19,2506,info@municipal.gov,programs;sports;community,InContext,false,Arabic,ar,Standard,Human,true,99%,false
1308,Job Training Center,2023-01-12,2024-10-13,1741,va@veterans.gov,wellness;vaccination;covid,InContext,true,Mandarin,zh,Standard,Machine,false,91%,false
1309,Economic Development,2023-01-07,2024-09-12,2656,library@public.org,conservation;recycling;climate,InContext,false,French,fr,EAD,Upload,false,94%,false
1310,City Government Channel,2022-08-27,2024-08-22,1447,district@schools.edu,programs;mentoring;education,InContext,false,Arabic,ar,EAD,Human,false,100%,false
1311,Municipal Services,2023-09-15,2024-06-18,2154,transit@regional.gov,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
1312,School District Media,2023-07-17,2024-06-20,1030,fire@city.gov,safety;training;emergency,InContext,true,Arabic,ar,EAD,Upload,true,90%,true
1313,Stormwater Management,2022-06-08,2024-02-28,1768,transit@regional.gov,benefits;healthcare;support,InContext,false,-,-,-,-,-,-,-
1314,Environmental Agency,2022-06-03,2024-09-27,400,environment@agency.gov,conservation;billing;services,InContext,false,English,en,Standard,Upload,false,98%,false
1315,County Health Dept,2022-04-07,2024-09-16,1695,transit@regional.gov,lecture;biology;intro,InContext,true,Spanish,es,EAD,Machine,false,91%,false
1316,Public Library Media,2023-09-10,2024-10-25,697,works@city.gov,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
1317,Workforce Development,2023-06-10,2024-10-24,2229,water@district.gov,conservation;recycling;climate,InContext,false,German,de,EAD,Machine,false,98%,true
1318,Family Services,2022-11-29,2024-08-26,1867,works@city.gov,services;permits;applications,InContext,true,Mandarin,zh,EAD,Human,false,93%,false
1319,School District Media,2022-04-05,2024-08-19,903,district@schools.edu,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
1320,IT Services,2023-08-03,2024-05-22,2574,environment@agency.gov,curriculum;math;science,InContext,false,-,-,-,-,-,-,-
1321,Public Library Media,2023-03-08,2024-06-10,2903,online@techcollege.edu,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
1322,Community Center,2023-05-03,2024-09-24,2499,center@community.org,courses;programming;certificates,InContext,false,German,de,EAD,Machine,false,94%,true
1323,Public Library Media,2022-02-09,2024-10-03,1695,environment@agency.gov,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
1324,Job Training Center,2022-05-04,2024-01-17,1039,center@community.org,conservation;billing;services,InContext,true,English,en,Standard,Machine,false,91%,false
1325,Stormwater Management,2023-05-01,2024-01-27,2353,admin@university.edu,wellness;vaccination;covid,InContext,true,Mandarin,zh,Standard,Human,false,93%,true
1326,Economic Development,2022-01-19,2024-09-16,2987,media@college.edu,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
1327,Senior Center,2023-04-11,2024-02-27,2569,admin@university.edu,services;permits;applications,InContext,false,-,-,-,-,-,-,-
1328,County Health Dept,2022-03-04,2024-03-23,2719,library@public.org,training;teachers;professional,InContext,true,Spanish,es,EAD,Upload,false,98%,true
1329,Community Outreach,2022-01-31,2024-01-11,1040,online@techcollege.edu,conservation;billing;services,InContext,false,Arabic,ar,EAD,Upload,false,100%,false
1330,State Education Dept,2023-01-22,2024-01-11,356,va@veterans.gov,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
1331,City Government Channel,2023-01-11,2024-07-24,871,parks@county.gov,benefits;healthcare;support,InContext,false,French,fr,EAD,Upload,false,93%,false
1332,City Government Channel,2023-08-31,2024-09-26,1969,health@county.gov,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
1333,Public Information,2023-03-01,2024-03-16,2136,district@schools.edu,curriculum;math;science,InContext,true,French,fr,Standard,Human,false,95%,false
1334,State Education Dept,2022-09-17,2024-08-23,1191,transit@regional.gov,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
1335,Veterans Affairs,2022-08-09,2024-09-08,1015,housing@authority.gov,curriculum;math;science,InContext,false,Mandarin,zh,Standard,Machine,true,94%,true
1336,Social Services,2022-01-24,2024-10-09,2660,media@college.edu,courses;programming;certificates,InContext,true,English,en,EAD,Human,true,99%,false
1337,IT Services,2023-08-12,2024-03-05,2822,parks@county.gov,applications;assistance;programs,InContext,false,-,-,-,-,-,-,-
1338,Community Center,2023-03-15,2024-10-08,2805,housing@authority.gov,courses;programming;certificates,InContext,true,Spanish,es,Standard,Machine,true,93%,false
1339,Energy Efficiency,2023-05-30,2024-06-20,500,admin@university.edu,curriculum;math;science,InContext,true,French,fr,EAD,Human,false,98%,false
1340,Human Resources,2023-07-16,2024-10-27,2794,media@college.edu,wellness;vaccination;covid,InContext,true,French,fr,Standard,Human,true,99%,true
1341,Housing Authority,2023-03-14,2024-02-27,447,media@college.edu,conservation;billing;services,InContext,false,Spanish,es,EAD,Human,false,94%,true
1342,Grant Administration,2023-07-04,2024-09-27,1388,housing@authority.gov,benefits;healthcare;support,InContext,true,Mandarin,zh,EAD,Human,false,99%,true
1343,State Archives,2023-08-08,2024-09-20,1528,admin@university.edu,benefits;healthcare;support,InContext,false,-,-,-,-,-,-,-
1344,Job Training Center,2022-08-03,2024-07-11,2872,va@veterans.gov,programs;sports;community,InContext,false,-,-,-,-,-,-,-
1345,Planning Commission,2023-08-08,2024-02-09,2639,environment@agency.gov,services;permits;applications,InContext,false,-,-,-,-,-,-,-
1346,Water District,2023-09-16,2024-04-04,1290,environment@agency.gov,council;meeting;public,InContext,false,English,en,Standard,Upload,false,96%,true
1347,Planning Commission,2023-07-18,2024-02-24,2352,housing@authority.gov,lecture;biology;intro,InContext,true,Spanish,es,EAD,Machine,true,92%,true
1348,Fleet Management,2022-01-08,2024-03-22,2330,library@public.org,conservation;billing;services,InContext,true,German,de,EAD,Machine,false,99%,false
1349,State Archives,2023-08-15,2024-04-21,906,education@state.gov,applications;assistance;programs,InContext,true,German,de,Standard,Upload,true,95%,true
1350,Senior Center,2022-04-29,2024-03-12,2180,library@public.org,events;classes;seniors,InContext,false,-,-,-,-,-,-,-
1351,County Health Dept,2022-01-15,2024-02-26,288,housing@authority.gov,wellness;vaccination;covid,InContext,true,Spanish,es,EAD,Human,true,99%,false
1352,Social Services,2022-10-09,2024-04-02,2759,environment@agency.gov,benefits;healthcare;support,InContext,true,French,fr,Standard,Upload,true,93%,true
1353,Housing Authority,2023-05-31,2024-07-06,2375,archives@state.gov,programs;mentoring;education,InContext,false,Spanish,es,EAD,Upload,true,91%,true
1354,State Archives,2022-08-08,2024-07-10,1940,water@district.gov,safety;routes;schedules,InContext,false,Mandarin,zh,EAD,Machine,true,92%,false
1355,Animal Services,2022-07-01,2024-07-09,451,admin@university.edu,courses;programming;certificates,InContext,false,Mandarin,zh,Standard,Human,true,93%,false
1356,Public Information,2023-08-09,2024-03-09,2921,fire@city.gov,programs;sports;community,InContext,true,Arabic,ar,Standard,Machine,false,92%,false
1357,Community Outreach,2022-06-12,2024-01-12,243,education@state.gov,services;permits;applications,InContext,false,-,-,-,-,-,-,-
1358,Fleet Management,2022-01-26,2024-08-26,154,health@county.gov,benefits;healthcare;support,InContext,false,Spanish,es,Standard,Human,false,91%,false
1359,Municipal Services,2023-05-04,2024-09-10,1781,parks@county.gov,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
1360,Parks and Recreation,2023-08-06,2024-06-21,1403,center@community.org,events;classes;seniors,InContext,true,Arabic,ar,Standard,Machine,false,93%,true
1361,Animal Services,2022-08-11,2024-03-03,141,water@district.gov,tutorial;reading;kids,InContext,false,German,de,Standard,Human,true,92%,true
1362,Workforce Development,2022-08-07,2024-01-23,1876,library@public.org,safety;training;emergency,InContext,true,Arabic,ar,EAD,Human,true,98%,false
1363,Neighborhood Watch,2022-05-25,2024-04-13,677,health@county.gov,lecture;biology;intro,InContext,false,-,-,-,-,-,-,-
1364,Community Outreach,2023-02-18,2024-01-14,2479,housing@authority.gov,events;classes;seniors,InContext,false,Mandarin,zh,Standard,Machine,true,97%,false
1365,Energy Efficiency,2023-08-13,2024-03-07,172,environment@agency.gov,safety;routes;schedules,InContext,true,Mandarin,zh,Standard,Upload,true,99%,false
1366,Energy Efficiency,2023-10-06,2024-07-09,1385,center@community.org,applications;assistance;programs,InContext,false,-,-,-,-,-,-,-
1367,County Health Dept,2023-04-27,2024-03-21,845,housing@authority.gov,lecture;biology;intro,InContext,true,English,en,EAD,Human,false,90%,false
1368,Youth Services,2022-08-31,2024-04-13,1983,district@schools.edu,applications;assistance;programs,InContext,true,Arabic,ar,Standard,Upload,true,95%,true
1369,Neighborhood Watch,2022-05-22,2024-06-26,1607,admin@university.edu,applications;assistance;programs,InContext,false,Arabic,ar,Standard,Human,false,98%,false
1370,Public Library Media,2022-01-13,2024-09-14,2145,environment@agency.gov,applications;assistance;programs,InContext,false,French,fr,Standard,Upload,true,100%,false
1371,Business Licensing,2023-06-08,2024-08-24,1153,education@state.gov,orientation;students;campus,InContext,true,German,de,EAD,Human,true,97%,true
1372,Family Services,2023-03-01,2024-07-15,1423,media@college.edu,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
1373,State Education Dept,2022-10-05,2024-04-19,1972,housing@authority.gov,courses;programming;certificates,InContext,true,Spanish,es,EAD,Machine,true,91%,false
1374,Transportation Dept,2023-08-13,2024-10-21,2892,youth@services.org,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
1375,Transportation Dept,2023-10-01,2024-05-25,1334,transit@regional.gov,applications;assistance;programs,InContext,false,-,-,-,-,-,-,-
1376,Animal Services,2023-08-25,2024-08-28,706,va@veterans.gov,programs;sports;community,InContext,true,German,de,Standard,Machine,false,99%,false
1377,Public Library Media,2022-08-21,2024-08-10,2228,district@schools.edu,infrastructure;roads;maintenance,InContext,false,English,en,Standard,Human,true,97%,false
1378,Emergency Management,2023-03-15,2024-02-08,1515,housing@authority.gov,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
1379,Public Information,2022-10-25,2024-04-19,238,library@public.org,lecture;biology;intro,InContext,false,-,-,-,-,-,-,-
1380,Parks and Recreation,2023-04-14,2024-05-03,1914,fire@city.gov,tutorial;reading;kids,InContext,false,Spanish,es,EAD,Human,true,93%,false
1381,Water District,2022-09-04,2024-07-03,857,online@techcollege.edu,lecture;biology;intro,InContext,false,Arabic,ar,EAD,Upload,false,96%,false
1382,Building Dept,2022-07-29,2024-02-21,1130,environment@agency.gov,conservation;billing;services,InContext,true,German,de,Standard,Machine,true,98%,true
1383,State Archives,2023-08-05,2024-03-08,1242,library@public.org,safety;training;emergency,InContext,false,Arabic,ar,EAD,Human,true,92%,false
1384,Family Services,2023-08-13,2024-07-08,2116,health@county.gov,courses;programming;certificates,InContext,false,Spanish,es,EAD,Machine,false,94%,true
1385,Public Works Dept,2022-06-13,2024-09-10,767,archives@state.gov,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
1386,Building Dept,2022-05-20,2024-01-31,352,transit@regional.gov,courses;programming;certificates,InContext,true,French,fr,EAD,Upload,false,98%,true
1387,Human Resources,2023-08-12,2024-05-12,918,youth@services.org,benefits;healthcare;support,InContext,true,Spanish,es,EAD,Human,true,93%,true
1388,Cultural Center,2022-03-13,2024-06-12,125,youth@services.org,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
1389,Adult Education Center,2023-06-28,2024-06-02,929,va@veterans.gov,courses;programming;certificates,InContext,false,English,en,Standard,Human,true,97%,true
1390,Volunteer Services,2022-03-28,2024-06-20,57,works@city.gov,wellness;vaccination;covid,InContext,false,-,-,-,-,-,-,-
1391,University Video Portal,2022-10-02,2024-09-28,2121,transit@regional.gov,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
1392,Municipal Services,2022-09-13,2024-07-20,2812,archives@state.gov,services;permits;applications,InContext,false,-,-,-,-,-,-,-
1393,Community College,2023-10-04,2024-06-23,1743,admin@university.edu,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
1394,Public Information,2022-09-13,2024-05-26,890,admin@university.edu,lecture;biology;intro,InContext,false,Arabic,ar,EAD,Upload,false,95%,true
1395,County Health Dept,2022-12-26,2024-05-17,1078,education@state.gov,council;meeting;public,InContext,false,Arabic,ar,EAD,Machine,false,94%,false
1396,Fleet Management,2022-06-11,2024-05-03,2633,transit@regional.gov,orientation;students;campus,InContext,false,Mandarin,zh,Standard,Machine,true,98%,false
