ENTRY_ID,ENTITY_NAME,CREATED_AT,LAST_PLAYED_AT,PLAYS,OWNER,TAGS,CATEGORIES,HAS_AUDIO_DESCRIPTION,CAPTIONS_LANGUAGE,CAPTIONS_LANGUAGE_CODE,CAPTIONS_USAGE_TYPE,CAPTIONS_CREATION_MODE,CAPTIONS_EDITED,CAPTIONS_ACCURACY,CAPTIONS_DISPLAY_ON_PLAYER
200,Energy Efficiency,2023-06-05,2024-01-22,1672,webmaster@city.gov,infrastructure;roads;maintenance,InContext,false,German,de,Standard,Upload,false,97%,false
201,Economic Development,2022-06-06,2024-05-15,518,va@veterans.gov,applications;assistance;programs,InContext,true,English,en,EAD,Upload,false,92%,true
202,IT Services,2023-05-04,2024-03-10,2053,va@veterans.gov,history;documents;preservation,InContext,true,French,fr,Standard,Human,false,97%,false
203,Code Enforcement,2023-09-12,2024-06-25,2164,parks@county.gov,events;classes;seniors,InContext,false,-,-,-,-,-,-,-
204,IT Services,2022-09-17,2024-02-11,1387,online@techcollege.edu,programs;sports;community,InContext,false,German,de,Standard,Human,false,93%,true
205,Transportation Dept,2022-02-11,2024-02-17,487,water@district.gov,services;permits;applications,InContext,false,Arabic,ar,EAD,Upload,true,97%,false
206,Human Resources,2022-03-17,2024-07-21,2974,archives@state.gov,council;meeting;public,InContext,true,Mandarin,zh,EAD,Upload,true,95%,false
207,Community Center,2023-10-02,2024-07-11,1183,library@public.org,services;permits;applications,InContext,true,German,de,EAD,Human,false,96%,true
208,Human Resources,2023-05-12,2024-05-11,2962,environment@agency.gov,applications;assistance;programs,InContext,true,English,en,Standard,Human,true,100%,false
209,Historic Preservation,2022-04-23,2024-10-07,1663,health@county.gov,courses;programming;certificates,InContext,true,French,fr,Standard,Human,true,93%,true
210,Parks and Recreation,2023-09-29,2024-08-12,1471,transit@regional.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
211,Grant Administration,2022-08-15,2024-09-07,1239,va@veterans.gov,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
212,Adult Education Center,2023-07-27,2024-04-02,2727,works@city.gov,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
213,Business Licensing,2023-06-14,2024-07-12,1537,fire@city.gov,lecture;biology;intro,InContext,false,French,fr,Standard,Upload,true,97%,false
214,City Government Channel,2023-09-22,2024-09-30,2980,education@state.gov,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
215,Housing Authority,2023-04-16,2024-06-08,2159,youth@services.org,wellness;vaccination;covid,InContext,true,Mandarin,zh,EAD,Human,true,96%,true
216,Transportation Dept,2023-07-17,2024-07-06,114,va@veterans.gov,conservation;recycling;climate,InContext,true,Spanish,es,EAD,Human,true,98%,false
217,Public Works Dept,2023-09-10,2024-01-12,696,works@city.gov,services;permits;applications,InContext,false,Spanish,es,EAD,Upload,true,96%,true
218,IT Services,2023-10-23,2024-08-18,2902,fire@city.gov,applications;assistance;programs,InContext,false,Arabic,ar,Standard,Machine,false,93%,true
219,Public Information,2023-01-29,2024-05-03,2706,library@public.org,conservation;recycling;climate,InContext,false,French,fr,Standard,Human,true,100%,false
220,Senior Center,2022-09-01,2024-03-09,2953,info@municipal.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
221,Stormwater Management,2022-03-27,2024-09-01,1846,fire@city.gov,events;classes;seniors,InContext,false,-,-,-,-,-,-,-
222,Fire Department,2022-11-12,2024-04-23,2471,online@techcollege.edu,lecture;biology;intro,InContext,false,-,-,-,-,-,-,-
223,University Video Portal,2023-10-15,2024-03-17,583,fire@city.gov,services;permits;applications,InContext,false,French,fr,Standard,Upload,false,97%,true
224,Youth Services,2023-10-19,2024-08-09,2142,health@county.gov,council;meeting;public,InContext,false,Arabic,ar,Standard,Human,false,97%,false
225,City Government Channel,2022-08-03,2024-03-17,1726,fire@city.gov,curriculum;math;science,InContext,true,Spanish,es,EAD,Upload,false,98%,false
226,County Health Dept,2022-08-12,2024-06-29,127,parks@county.gov,tutorial;reading;kids,InContext,true,Arabic,ar,EAD,Human,false,96%,true
227,Energy Efficiency,2022-11-28,2024-09-17,911,info@municipal.gov,curriculum;math;science,InContext,true,English,en,Standard,Upload,true,94%,true
228,Workforce Development,2022-06-15,2024-06-12,424,education@state.gov,courses;programming;certificates,InContext,false,German,de,EAD,Upload,true,96%,true
229,Family Services,2022-08-08,2024-07-27,995,library@public.org,orientation;students;campus,InContext,true,German,de,EAD,Human,true,91%,false
230,Emergency Management,2022-02-22,2024-08-13,74,info@municipal.gov,benefits;healthcare;support,InContext,false,-,-,-,-,-,-,-
231,Community Outreach,2022-12-28,2024-02-16,100,transit@regional.gov,events;classes;seniors,InContext,true,French,fr,EAD,Human,true,95%,true
232,Community Center,2022-07-11,2024-07-06,1900,education@state.gov,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
233,Human Resources,2022-04-22,2024-05-08,863,center@community.org,courses;programming;certificates,InContext,false,Arabic,ar,EAD,Machine,true,95%,true
234,Municipal Services,2022-04-18,2024-08-21,400,transit@regional.gov,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
235,Planning Commission,2023-07-03,2024-08-27,2707,admin@university.edu,wellness;vaccination;covid,InContext,false,Spanish,es,EAD,Human,false,93%,true
236,Municipal Services,2023-02-18,2024-04-08,2900,environment@agency.gov,training;teachers;professional,InContext,false,Mandarin,zh,Standard,Machine,true,93%,true
237,Grant Administration,2023-03-12,2024-02-26,2784,center@community.org,orientation;students;campus,InContext,false,German,de,Standard,Upload,true,90%,true
238,Job Training Center,2023-09-05,2024-02-16,81,parks@county.gov,applications;assistance;programs,InContext,false,-,-,-,-,-,-,-
239,Human Resources,2022-01-09,2024-02-26,2222,youth@services.org,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
240,Animal Services,2023-04-16,2024-08-06,1237,archives@state.gov,courses;programming;certificates,InContext,false,Arabic,ar,Standard,Upload,false,90%,true
241,Water District,2023-08-08,2024-09-21,615,water@district.gov,conservation;recycling;climate,InContext,true,German,de,EAD,Human,false,90%,false
242,Environmental Agency,2022-01-01,2024-06-03,2000,youth@services.org,benefits;healthcare;support,InContext,false,French,fr,Standard,Machine,true,99%,false
243,University Video Portal,2023-03-23,2024-07-01,1637,admin@university.edu,council;meeting;public,InContext,false,Spanish,es,EAD,Upload,true,94%,true
244,Grant Administration,2023-10-01,2024-10-15,2744,health@county.gov,safety;routes;schedules,InContext,true,Spanish,es,EAD,Upload,true,93%,true
245,Regional Transit Auth,2023-03-06,2024-02-15,931,center@community.org,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
246,Environmental Agency,2023-08-30,2024-01-16,1468,transit@regional.gov,safety;routes;schedules,InContext,false,German,de,EAD,Human,true,99%,true
247,Transportation Dept,2023-05-15,2024-05-07,1268,media@college.edu,benefits;healthcare;support,InContext,false,French,fr,EAD,Upload,false,94%,false
248,IT Services,2023-04-10,2024-02-16,2981,transit@regional.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
249,State Education Dept,2022-04-28,2024-07-29,2589,youth@services.org,infrastructure;roads;maintenance,InContext,false,Arabic,ar,Standard,Human,false,95%,true
250,Housing Authority,2023-10-16,2024-09-26,1776,youth@services.org,lecture;biology;intro,InContext,true,English,en,Standard,Human,false,99%,true
251,Public Utilities,2022-12-23,2024-09-05,2325,info@municipal.gov,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
252,Economic Development,2022-06-18,2024-04-04,2871,online@techcollege.edu,history;documents;preservation,InContext,false,Mandarin,zh,Standard,Machine,false,93%,true
253,State Archives,2023-10-07,2024-10-05,1313,youth@services.org,services;permits;applications,InContext,true,German,de,Standard,Human,false,98%,false
254,Volunteer Services,2023-04-02,2024-03-02,1423,va@veterans.gov,history;documents;preservation,InContext,true,French,fr,Standard,Upload,true,94%,false
255,Tech College Online,2022-03-13,2024-01-20,1442,center@community.org,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
256,Community Outreach,2023-07-10,2024-06-29,2605,center@community.org,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
257,Public Library Media,2023-06-01,2024-05-29,1083,media@college.edu,curriculum;math;science,InContext,false,-,-,-,-,-,-,-
258,Family Services,2022-10-24,2024-08-12,744,housing@authority.gov,benefits;healthcare;support,InContext,false,-,-,-,-,-,-,-
259,Parks and Recreation,2022-07-25,2024-03-09,1663,parks@county.gov,programs;sports;community,InContext,false,English,en,EAD,Upload,false,96%,false
260,Neighborhood Watch,2022-07-09,2024-08-24,2939,water@district.gov,curriculum;math;science,InContext,false,English,en,Standard,Human,false,92%,false
261,Volunteer Services,2023-07-18,2024-08-08,2302,online@techcollege.edu,orientation;students;campus,InContext,true,Arabic,ar,Standard,Machine,false,92%,true
262,Job Training Center,2023-03-13,2024-09-06,1987,transit@regional.gov,wellness;vaccination;covid,InContext,false,Spanish,es,EAD,Upload,true,93%,true
263,Human Resources,2022-05-28,2024-07-09,1611,archives@state.gov,events;classes;seniors,InContext,true,Mandarin,zh,Standard,Machine,false,92%,true
264,University Video Portal,2022-11-12,2024-01-16,441,transit@regional.gov,safety;routes;schedules,InContext,false,Spanish,es,Standard,Human,true,92%,false
265,Tech College Online,2023-09-21,2024-05-02,2438,fire@city.gov,programs;sports;community,InContext,true,Mandarin,zh,EAD,Machine,true,100%,true
266,Public Works Dept,2023-04-01,2024-06-23,880,fire@city.gov,services;permits;applications,InContext,false,Mandarin,zh,Standard,Machine,true,91%,true
267,Grant Administration,2022-03-03,2024-05-28,286,environment@agency.gov,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
268,Code Enforcement,2023-04-26,2024-07-16,383,info@municipal.gov,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
269,Disability Services,2022-05-22,2024-01-10,2699,center@community.org,council;meeting;public,InContext,false,-,-,-,-,-,-,-
270,State Archives,2023-02-22,2024-08-02,2347,works@city.gov,safety;training;emergency,InContext,true,Arabic,ar,Standard,Upload,false,100%,true
271,State Archives,2023-03-25,2024-09-17,1450,health@county.gov,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
272,Energy Efficiency,2023-10-19,2024-04-27,2269,education@state.gov,safety;routes;schedules,InContext,false,Spanish,es,Standard,Machine,false,96%,false
273,Stormwater Management,2023-09-12,2024-05-22,85,archives@state.gov,applications;assistance;programs,InContext,true,Spanish,es,Standard,Upload,false,93%,false
274,Historic Preservation,2023-03-20,2024-02-11,2310,parks@county.gov,programs;sports;community,InContext,false,-,-,-,-,-,-,-
275,Neighborhood Watch,2023-03-02,2024-05-15,631,va@veterans.gov,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
276,Veterans Affairs,2022-10-21,2024-02-20,2860,health@county.gov,benefits;healthcare;support,InContext,true,Arabic,ar,Standard,Machine,true,98%,true
277,Workforce Development,2023-01-06,2024-10-20,833,online@techcollege.edu,events;classes;seniors,InContext,false,German,de,Standard,Human,false,99%,false
278,Family Services,2023-10-11,2024-03-20,2050,water@district.gov,benefits;healthcare;support,InContext,false,Mandarin,zh,Standard,Machine,true,97%,false
279,Code Enforcement,2022-02-01,2024-04-19,2297,info@municipal.gov,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
280,Housing Authority,2022-11-16,2024-06-26,1095,library@public.org,lecture;biology;intro,InContext,true,Arabic,ar,Standard,Upload,true,97%,false
281,Cultural Center,2022-04-14,2024-06-10,1151,webmaster@city.gov,conservation;recycling;climate,InContext,true,Arabic,ar,Standard,Upload,false,93%,false
282,Regional Transit Auth,2022-03-29,2024-08-02,1850,transit@regional.gov,conservation;billing;services,InContext,true,German,de,Standard,Upload,true,95%,true
283,Environmental Agency,2023-02-18,2024-05-03,1635,youth@services.org,applications;assistance;programs,InContext,false,-,-,-,-,-,-,-
284,Community College,2022-04-24,2024-02-12,1106,environment@agency.gov,curriculum;math;science,InContext,false,-,-,-,-,-,-,-
285,Neighborhood Watch,2023-05-30,2024-02-05,1117,transit@regional.gov,history;documents;preservation,InContext,false,Spanish,es,Standard,Human,false,97%,false
286,Building Dept,2023-10-23,2024-07-19,1279,library@public.org,applications;assistance;programs,InContext,false,-,-,-,-,-,-,-
287,Historic Preservation,2023-08-25,2024-08-08,1478,admin@university.edu,lecture;biology;intro,InContext,true,French,fr,Standard,Machine,false,99%,false
288,Historic Preservation,2023-07-26,2024-07-04,1202,transit@regional.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
289,Environmental Agency,2023-03-26,2024-07-08,435,media@college.edu,services;permits;applications,InContext,true,English,en,Standard,Human,true,92%,false
290,Social Services,2022-01-02,2024-02-24,2538,webmaster@city.gov,programs;mentoring;education,InContext,false,English,en,Standard,Upload,false,95%,true
291,State Archives,2022-12-11,2024-04-26,2514,parks@county.gov,history;documents;preservation,InContext,false,French,fr,Standard,Human,false,91%,false
292,Volunteer Services,2023-09-05,2024-01-31,2935,center@community.org,conservation;recycling;climate,InContext,false,Mandarin,zh,EAD,Machine,false,94%,false
293,Planning Commission,2022-06-03,2024-08-04,399,health@county.gov,lecture;biology;intro,InContext,false,English,en,EAD,Human,true,98%,true
294,Housing Authority,2022-03-31,2024-05-27,506,center@community.org,wellness;vaccination;covid,InContext,false,English,en,EAD,Upload,true,97%,false
295,Regional Transit Auth,2023-10-05,2024-09-07,1800,parks@county.gov,lecture;biology;intro,InContext,true,Mandarin,zh,Standard,Machine,true,93%,false
296,Building Dept,2023-09-28,2024-07-14,1807,environment@agency.gov,conservation;billing;services,InContext,true,English,en,Standard,Upload,true,96%,true
297,Transportation Dept,2023-09-27,2024-08-17,646,library@public.org,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
298,Public Utilities,2022-11-23,2024-05-01,2595,info@municipal.gov,events;classes;seniors,InContext,true,French,fr,Standard,Human,true,93%,false
299,Adult Education Center,2023-06-08,2024-06-21,1389,environment@agency.gov,wellness;vaccination;covid,InContext,false,-,-,-,-,-,-,-
300,Fire Department,2023-08-24,2024-01-13,1292,transit@regional.gov,events;classes;seniors,InContext,false,Arabic,ar,Standard,Human,false,93%,true
301,Tech College Online,2022-04-10,2024-01-18,1820,va@veterans.gov,conservation;recycling;climate,InContext,false,Spanish,es,EAD,Human,true,97%,true
302,Tech College Online,2023-02-26,2024-04-02,599,media@college.edu,wellness;vaccination;covid,InContext,true,German,de,EAD,Machine,false,98%,true
303,Public Library Media,2023-08-13,2024-05-05,1916,transit@regional.gov,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
304,Economic Development,2022-08-05,2024-07-15,2111,district@schools.edu,benefits;healthcare;support,InContext,false,-,-,-,-,-,-,-
305,Housing Authority,2023-08-30,2024-09-09,2936,online@techcollege.edu,programs;sports;community,InContext,true,Arabic,ar,Standard,Upload,true,93%,true
306,City Government Channel,2022-12-29,2024-09-03,1056,media@college.edu,curriculum;math;science,InContext,false,-,-,-,-,-,-,-
307,Public Information,2023-03-20,2024-04-30,1521,webmaster@city.gov,tutorial;reading;kids,InContext,true,Arabic,ar,EAD,Human,false,96%,false
308,Youth Services,2023-08-01,2024-04-25,2668,education@state.gov,benefits;healthcare;support,InContext,true,Arabic,ar,Standard,Human,false,95%,false
309,Code Enforcement,2022-02-07,2024-08-09,303,transit@regional.gov,benefits;healthcare;support,InContext,false,-,-,-,-,-,-,-
310,Regional Transit Auth,2022-10-14,2024-02-26,555,water@district.gov,tutorial;reading;kids,InContext,true,Arabic,ar,Standard,Human,false,93%,true
311,Community Center,2022-10-26,2024-05-23,504,housing@authority.gov,tutorial;reading;kids,InContext,true,French,fr,EAD,Human,true,99%,true
312,School District Media,2022-05-28,2024-02-16,1367,va@veterans.gov,infrastructure;roads;maintenance,InContext,false,French,fr,EAD,Upload,false,95%,true
313,Code Enforcement,2023-09-20,2024-06-21,1898,works@city.gov,courses;programming;certificates,InContext,false,German,de,Standard,Upload,true,93%,true
314,Animal Services,2022-03-07,2024-07-23,2877,parks@county.gov,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
315,Fire Department,2023-06-12,2024-05-08,651,parks@county.gov,wellness;vaccination;covid,InContext,false,Mandarin,zh,Standard,Upload,true,97%,true
316,Social Services,2023-07-10,2024-02-18,563,education@state.gov,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
317,Building Dept,2022-04-27,2024-08-04,85,media@college.edu,lecture;biology;intro,InContext,true,Spanish,es,Standard,Machine,true,91%,true
318,Stormwater Management,2023-01-04,2024-03-13,2558,info@municipal.gov,curriculum;math;science,InContext,true,German,de,Standard,Machine,false,100%,false
319,Workforce Development,2023-09-11,2024-04-21,2670,va@veterans.gov,curriculum;math;science,InContext,false,English,en,Standard,Machine,false,95%,false
320,Youth Services,2023-04-04,2024-03-14,200,fire@city.gov,programs;mentoring;education,InContext,false,Mandarin,zh,Standard,Machine,false,93%,false
321,City Government Channel,2022-12-31,2024-10-14,2458,transit@regional.gov,events;classes;seniors,InContext,false,Arabic,ar,Standard,Upload,false,92%,true
322,Public Utilities,2022-02-10,2024-10-04,2401,online@techcollege.edu,events;classes;seniors,InContext,false,Spanish,es,Standard,Upload,true,98%,false
323,IT Services,2022-11-12,2024-08-01,2482,fire@city.gov,lecture;biology;intro,InContext,false,-,-,-,-,-,-,-
324,Workforce Development,2023-09-22,2024-03-27,1766,library@public.org,curriculum;math;science,InContext,false,-,-,-,-,-,-,-
325,Traffic Engineering,2022-06-24,2024-04-06,2020,center@community.org,conservation;recycling;climate,InContext,true,Arabic,ar,Standard,Human,true,94%,true
326,Fire Department,2022-04-05,2024-08-02,2323,water@district.gov,programs;mentoring;education,InContext,false,Spanish,es,EAD,Machine,false,95%,true
327,Energy Efficiency,2022-02-23,2024-05-23,1198,housing@authority.gov,programs;mentoring;education,InContext,true,German,de,Standard,Machine,false,96%,false
328,Public Library Media,2023-01-24,2024-07-16,2735,water@district.gov,programs;sports;community,InContext,true,English,en,EAD,Human,true,90%,false
329,Public Works Dept,2022-10-06,2024-03-19,1675,media@college.edu,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
330,Family Services,2023-06-21,2024-07-06,2213,media@college.edu,benefits;healthcare;support,InContext,true,English,en,Standard,Human,true,90%,true
331,Public Utilities,2023-02-27,2024-01-20,1574,works@city.gov,conservation;recycling;climate,InContext,false,French,fr,EAD,Human,true,95%,true
332,Community Outreach,2023-08-23,2024-07-12,2539,education@state.gov,lecture;biology;intro,InContext,true,German,de,Standard,Upload,false,97%,true
333,Municipal Services,2023-07-03,2024-07-10,2856,archives@state.gov,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
334,Public Information,2023-08-08,2024-05-29,536,fire@city.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
335,Tech College Online,2023-07-21,2024-07-14,589,youth@services.org,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
336,Emergency Management,2022-05-26,2024-07-06,391,fire@city.gov,training;teachers;professional,InContext,false,-,-,-,-,-,-,-
337,Building Dept,2023-10-18,2024-02-09,1892,housing@authority.gov,wellness;vaccination;covid,InContext,false,-,-,-,-,-,-,-
338,State Archives,2022-01-09,2024-06-17,2381,housing@authority.gov,programs;mentoring;education,InContext,true,Arabic,ar,EAD,Machine,false,97%,true
339,Fire Department,2022-03-19,2024-06-23,714,youth@services.org,lecture;biology;intro,InContext,false,-,-,-,-,-,-,-
340,IT Services,2022-03-02,2024-03-25,992,library@public.org,orientation;students;campus,InContext,false,Spanish,es,EAD,Machine,true,93%,false
341,Traffic Engineering,2022-12-28,2024-10-23,2180,fire@city.gov,curriculum;math;science,InContext,false,Spanish,es,EAD,Machine,true,93%,true
342,Fleet Management,2022-07-05,2024-01-15,1221,archives@state.gov,wellness;vaccination;covid,InContext,false,English,en,Standard,Upload,false,90%,true
343,University Video Portal,2022-04-23,2024-03-09,2954,admin@university.edu,programs;sports;community,InContext,false,Mandarin,zh,Standard,Upload,false,90%,false
344,Volunteer Services,2023-04-15,2024-01-03,2621,health@county.gov,orientation;students;campus,InContext,true,Mandarin,zh,Standard,Upload,false,100%,true
345,Housing Authority,2022-08-20,2024-02-20,1697,transit@regional.gov,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
346,Senior Center,2022-03-17,2024-08-11,798,health@county.gov,infrastructure;roads;maintenance,InContext,true,Spanish,es,Standard,Machine,false,93%,true
347,Public Works Dept,2022-04-26,2024-03-27,1070,housing@authority.gov,programs;sports;community,InContext,true,German,de,Standard,Machine,false,92%,false
348,University Video Portal,2022-09-03,2024-05-19,363,parks@county.gov,wellness;vaccination;covid,InContext,true,Mandarin,zh,Standard,Upload,true,91%,false
349,Community Outreach,2022-07-10,2024-10-08,1064,parks@county.gov,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
350,Building Dept,2023-01-20,2024-05-17,2150,va@veterans.gov,lecture;biology;intro,InContext,false,French,fr,EAD,Upload,true,97%,true
351,Animal Services,2023-01-18,2024-07-20,1116,works@city.gov,programs;sports;community,InContext,false,-,-,-,-,-,-,-
352,Senior Center,2022-03-06,2024-07-01,2852,fire@city.gov,infrastructure;roads;maintenance,InContext,false,German,de,EAD,Human,true,92%,true
353,State Archives,2022-05-28,2024-01-14,2781,archives@state.gov,events;classes;seniors,InContext,false,-,-,-,-,-,-,-
354,Human Resources,2022-04-25,2024-01-25,1685,parks@county.gov,applications;assistance;programs,InContext,false,German,de,Standard,Human,false,96%,false
355,Parks and Recreation,2023-04-19,2024-10-25,2178,center@community.org,tutorial;reading;kids,InContext,false,German,de,EAD,Machine,false,95%,false
356,Public Works Dept,2022-02-12,2024-01-21,340,center@community.org,lecture;biology;intro,InContext,false,Mandarin,zh,Standard,Machine,false,94%,false
357,Code Enforcement,2023-06-16,2024-03-25,428,va@veterans.gov,council;meeting;public,InContext,false,French,fr,EAD,Machine,false,93%,false
358,Fire Department,2022-05-17,2024-09-05,988,media@college.edu,tutorial;reading;kids,InContext,false,German,de,Standard,Upload,true,97%,false
359,Emergency Management,2022-05-03,2024-08-25,2559,webmaster@city.gov,infrastructure;roads;maintenance,InContext,true,French,fr,Standard,Machine,true,98%,false
360,Regional Transit Auth,2022-11-04,2024-02-10,67,works@city.gov,conservation;recycling;climate,InContext,false,French,fr,EAD,Machine,true,96%,true
361,Volunteer Services,2023-10-07,2024-09-14,2224,education@state.gov,training;teachers;professional,InContext,true,French,fr,Standard,Upload,false,100%,true
362,Community Center,2022-11-28,2024-02-23,2499,housing@authority.gov,training;teachers;professional,InContext,true,German,de,Standard,Machine,false,98%,false
363,Planning Commission,2022-02-02,2024-08-10,2384,archives@state.gov,curriculum;math;science,InContext,false,Arabic,ar,EAD,Upload,true,91%,false
364,Fleet Management,2023-04-01,2024-10-10,1375,education@state.gov,programs;sports;community,InContext,false,French,fr,Standard,Upload,false,98%,false
365,Code Enforcement,2023-01-14,2024-02-27,1323,center@community.org,programs;sports;community,InContext,true,English,en,EAD,Human,true,96%,true
366,Family Services,2022-12-28,2024-01-14,289,youth@services.org,curriculum;math;science,InContext,false,-,-,-,-,-,-,-
367,Public Information,2022-06-06,2024-10-04,1643,center@community.org,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
368,Animal Services,2022-07-26,2024-02-27,732,center@community.org,training;teachers;professional,InContext,false,-,-,-,-,-,-,-
369,Environmental Agency,2022-01-08,2024-07-14,1069,online@techcollege.edu,benefits;healthcare;support,InContext,true,Spanish,es,Standard,Human,true,94%,true
370,Family Services,2023-01-21,2024-08-05,1996,works@city.gov,safety;routes;schedules,InContext,true,Arabic,ar,EAD,Human,true,100%,true
371,State Education Dept,2023-08-20,2024-07-18,522,webmaster@city.gov,curriculum;math;science,InContext,false,Mandarin,zh,EAD,Machine,true,93%,false
372,Veterans Affairs,2023-06-13,2024-06-09,2215,fire@city.gov,wellness;vaccination;covid,InContext,false,-,-,-,-,-,-,-
373,Neighborhood Watch,2022-11-23,2024-08-15,1901,water@district.gov,events;classes;seniors,InContext,true,Arabic,ar,EAD,Upload,false,97%,true
374,Recycling Program,2022-03-22,2024-01-24,2128,works@city.gov,training;teachers;professional,InContext,true,German,de,Standard,Upload,true,96%,false
375,Housing Authority,2023-09-16,2024-06-11,2592,webmaster@city.gov,history;documents;preservation,InContext,true,French,fr,Standard,Upload,false,99%,false
376,Environmental Agency,2022-11-30,2024-09-25,1916,water@district.gov,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
377,Community College,2022-03-12,2024-07-29,1391,info@municipal.gov,wellness;vaccination;covid,InContext,false,Arabic,ar,Standard,Machine,true,99%,false
378,Public Works Dept,2022-06-07,2024-02-11,1453,archives@state.gov,benefits;healthcare;support,InContext,true,Mandarin,zh,Standard,Machine,false,96%,false
379,Public Library Media,2023-07-09,2024-08-21,227,water@district.gov,applications;assistance;programs,InContext,false,-,-,-,-,-,-,-
380,Workforce Development,2023-06-19,2024-04-15,1542,info@municipal.gov,applications;assistance;programs,InContext,true,Arabic,ar,Standard,Upload,true,92%,false
381,Public Utilities,2022-06-26,2024-01-07,252,online@techcollege.edu,programs;sports;community,InContext,false,-,-,-,-,-,-,-
382,Energy Efficiency,2022-01-22,2024-08-27,1642,water@district.gov,tutorial;reading;kids,InContext,false,Mandarin,zh,EAD,Human,true,91%,false
383,Municipal Services,2023-06-29,2024-04-17,1605,water@district.gov,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
384,University Video Portal,2023-05-14,2024-04-19,269,health@county.gov,events;classes;seniors,InContext,true,Mandarin,zh,EAD,Human,false,94%,true
385,University Video Portal,2022-12-06,2024-01-25,1733,health@county.gov,history;documents;preservation,InContext,true,Arabic,ar,EAD,Machine,false,90%,false
386,Public Utilities,2022-06-30,2024-09-18,2024,transit@regional.gov,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
387,Code Enforcement,2022-11-21,2024-05-25,2423,media@college.edu,conservation;recycling;climate,InContext,true,German,de,Standard,Human,true,91%,true
388,Veterans Affairs,2022-09-29,2024-02-19,974,water@district.gov,wellness;vaccination;covid,InContext,true,Spanish,es,Standard,Human,true,92%,false
389,State Archives,2022-10-16,2024-09-26,2418,health@county.gov,applications;assistance;programs,InContext,true,Spanish,es,Standard,Machine,true,100%,true
390,Public Information,2022-05-02,2024-08-22,2829,health@county.gov,events;classes;seniors,InContext,false,Spanish,es,Standard,Human,true,92%,true
391,Cultural Center,2023-01-31,2024-04-07,1002,transit@regional.gov,conservation;billing;services,InContext,true,Spanish,es,Standard,Machine,true,95%,true
392,Business Licensing,2022-02-08,2024-09-12,2596,youth@services.org,infrastructure;roads;maintenance,InContext,true,Mandarin,zh,EAD,Machine,true,94%,true
393,Stormwater Management,2023-08-14,2024-10-11,1120,media@college.edu,services;permits;applications,InContext,false,Mandarin,zh,Standard,Upload,true,100%,false
394,State Education Dept,2022-07-10,2024-01-19,2465,center@community.org,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
395,Adult Education Center,2022-07-09,2024-01-06,2168,library@public.org,services;permits;applications,InContext,false,-,-,-,-,-,-,-
396,Fire Department,2023-04-14,2024-02-28,2841,library@public.org,wellness;vaccination;covid,InContext,false,French,fr,EAD,Human,true,94%,false
397,Planning Commission,2022-02-09,2024-10-26,85,archives@state.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
398,County Health Dept,2022-08-12,2024-05-15,676,info@municipal.gov,applications;assistance;programs,InContext,false,-,-,-,-,-,-,-
399,Housing Authority,2023-01-19,2024-07-09,2116,admin@university.edu,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
400,School District Media,2022-06-15,2024-10-05,706,webmaster@city.gov,events;classes;seniors,InContext,false,Spanish,es,EAD,Human,false,94%,false
401,University Video Portal,2022-07-14,2024-06-28,2336,va@veterans.gov,programs;sports;community,InContext,false,Arabic,ar,Standard,Human,false,92%,false
